,Activity,Case ID,Complete Timestamp,label,nullRemaining,nullElapsed
43,Turning & Milling - Machine 4,Case238,2012-04-01 06:32:00,deviant,-1,-1
44,Turning & Milling Q.C.,Case238,2012-04-01 07:29:00,deviant,-1,-1
45,Turning & Milling - Machine 4,Case238,2012-04-01 18:03:00,deviant,-1,-1
46,Turning & Milling - Machine 4,Case238,2012-04-01 20:18:00,deviant,-1,-1
47,Turning & Milling - Machine 4,Case238,2012-05-01 06:46:00,deviant,-1,-1
48,Turning & Milling Q.C.,Case238,2012-05-01 09:23:00,deviant,-1,-1
49,Turning & Milling - Machine 4,Case238,2012-05-01 11:32:00,deviant,-1,-1
50,deviant,Case238,2012-05-01 11:32:01,deviant,0,-1
51,Lapping - Machine 1,Case187,2012-02-01 09:30:00,deviant,-1,-1
52,Round Grinding - Machine 3,Case187,2012-10-01 15:49:00,deviant,-1,-1
53,Round Grinding - Machine 3,Case187,2012-10-01 20:04:00,deviant,-1,-1
54,Round Grinding - Machine 3,Case187,2012-11-01 06:52:00,deviant,-1,-1
55,Round Grinding - Machine 3,Case187,2012-11-01 15:54:00,deviant,-1,-1
56,Round Grinding - Machine 3,Case187,2012-11-01 19:59:00,deviant,-1,-1
57,Round Grinding - Machine 3,Case187,2012-12-01 06:44:00,deviant,-1,-1
58,Round Grinding - Machine 3,Case187,2012-12-01 15:51:00,deviant,-1,-1
59,Round Grinding - Machine 3,Case187,2012-12-01 23:42:00,deviant,-1,-1
60,Round Grinding - Machine 3,Case187,2012-01-13 03:18:00,deviant,-1,-1
61,Lapping - Machine 1,Case187,2012-01-15 15:57:00,deviant,-1,-1
62,Round Grinding - Machine 3,Case187,2012-01-15 16:09:00,deviant,-1,-1
63,Round Grinding - Machine 3,Case187,2012-01-15 23:39:00,deviant,-1,-1
64,Round Grinding - Machine 3,Case187,2012-01-16 05:17:00,deviant,-1,-1
65,Round Grinding - Machine 3,Case187,2012-01-16 21:20:00,deviant,-1,-1
66,Round Grinding - Machine 3,Case187,2012-01-16 23:40:00,deviant,-1,-1
67,Final Inspection Q.C.,Case187,2012-01-19 16:02:00,deviant,-1,-1
68,Final Inspection Q.C.,Case187,2012-01-22 16:01:00,deviant,-1,-1
69,Final Inspection Q.C.,Case187,2012-01-23 16:01:00,deviant,-1,-1
70,Final Inspection Q.C.,Case187,2012-01-24 15:52:00,deviant,-1,-1
71,Packing,Case187,2012-01-25 01:00:00,deviant,-1,-1
72,Final Inspection Q.C.,Case187,2012-01-25 12:01:00,deviant,-1,-1
73,Final Inspection Q.C.,Case187,2012-01-27 08:00:00,deviant,-1,-1
74,Round Grinding - Machine 3,Case187,2012-01-29 01:15:00,deviant,-1,-1
75,Final Inspection Q.C.,Case187,2012-01-29 07:05:00,deviant,-1,-1
76,Final Inspection Q.C.,Case187,2012-01-29 07:14:00,deviant,-1,-1
77,Final Inspection Q.C.,Case187,2012-01-29 10:36:00,deviant,-1,-1
78,Final Inspection Q.C.,Case187,2012-01-29 12:19:00,deviant,-1,-1
79,deviant,Case187,2012-01-29 12:19:01,deviant,0,-1
80,Turning & Milling - Machine 8,Case263,2012-02-01 11:00:00,regular,-1,-1
81,Turning & Milling - Machine 8,Case263,2012-03-01 17:58:00,regular,-1,-1
82,Turning & Milling - Machine 8,Case263,2012-04-01 09:18:00,regular,-1,-1
83,Turning & Milling Q.C.,Case263,2012-04-01 10:00:00,regular,-1,-1
84,Turning & Milling - Machine 8,Case263,2012-04-01 11:00:00,regular,-1,-1
85,Turning & Milling - Machine 8,Case263,2012-04-01 16:21:00,regular,-1,-1
86,Turning & Milling - Machine 8,Case263,2012-05-01 07:06:00,regular,-1,-1
87,Turning & Milling - Machine 8,Case263,2012-05-01 10:45:00,regular,-1,-1
88,Turning & Milling Q.C.,Case263,2012-05-01 11:30:00,regular,-1,-1
89,Flat Grinding - Machine 11,Case263,2012-05-01 12:27:00,regular,-1,-1
90,other,Case263,2012-01-16 15:00:00,regular,-1,-1
91,Laser Marking - Machine 7,Case263,2012-01-17 12:11:00,regular,-1,-1
92,Lapping - Machine 1,Case263,2012-01-17 13:27:00,regular,-1,-1
93,Final Inspection Q.C.,Case263,2012-01-18 09:00:00,regular,-1,-1
94,Round Grinding - Manual,Case263,2012-01-18 09:11:00,regular,-1,-1
95,Round Grinding - Manual,Case263,2012-01-18 10:15:00,regular,-1,-1
96,Final Inspection Q.C.,Case263,2012-01-18 12:50:00,regular,-1,-1
97,Round Grinding - Manual,Case263,2012-01-18 15:45:00,regular,-1,-1
98,Final Inspection Q.C.,Case263,2012-01-19 15:36:00,regular,-1,-1
99,Final Inspection Q.C.,Case263,2012-01-22 07:57:00,regular,-1,-1
100,Packing,Case263,2012-01-23 01:00:00,regular,-1,-1
101,Packing,Case263,2012-01-23 01:00:00,regular,-1,-1
102,regular,Case263,2012-01-23 01:00:01,regular,0,-1
103,Laser Marking - Machine 7,Case254,2012-02-01 12:15:00,regular,-1,-1
104,Flat Grinding - Machine 11,Case254,2012-02-01 16:00:00,regular,-1,-1
105,Flat Grinding - Machine 11,Case254,2012-03-01 18:23:00,regular,-1,-1
106,Flat Grinding - Machine 11,Case254,2012-04-01 11:54:00,regular,-1,-1
107,Final Inspection Q.C.,Case254,2012-04-01 15:57:00,regular,-1,-1
108,Packing,Case254,2012-06-01 01:00:00,regular,-1,-1
109,Final Inspection Q.C.,Case254,2012-06-01 10:25:00,regular,-1,-1
110,regular,Case254,2012-06-01 10:25:01,regular,0,-1
111,Lapping - Machine 1,Case188,2012-02-01 12:50:00,deviant,-1,-1
112,Laser Marking - Machine 7,Case188,2012-02-01 14:00:00,deviant,-1,-1
113,Lapping - Machine 1,Case188,2012-02-01 16:00:00,deviant,-1,-1
114,Lapping - Machine 1,Case188,2012-02-01 17:00:00,deviant,-1,-1
115,Turning & Milling Q.C.,Case188,2012-01-17 11:22:00,deviant,-1,-1
116,Wire Cut - Machine 13,Case188,2012-01-29 13:00:00,deviant,-1,-1
117,Round Grinding - Machine 3,Case188,2012-01-02 14:34:00,deviant,-1,-1
118,Round Grinding - Machine 3,Case188,2012-01-02 17:59:00,deviant,-1,-1
119,Round Grinding - Machine 3,Case188,2012-02-02 06:47:00,deviant,-1,-1
120,Final Inspection Q.C.,Case188,2012-02-02 09:23:00,deviant,-1,-1
121,Round Grinding - Machine 3,Case188,2012-02-02 09:57:00,deviant,-1,-1
122,Laser Marking - Machine 7,Case188,2012-02-02 10:40:00,deviant,-1,-1
123,Lapping - Machine 1,Case188,2012-02-02 13:30:00,deviant,-1,-1
124,Round Grinding - Machine 3,Case188,2012-02-02 13:31:00,deviant,-1,-1
125,Round Grinding - Machine 3,Case188,2012-02-02 13:55:00,deviant,-1,-1
126,Round Grinding - Machine 3,Case188,2012-03-02 00:55:00,deviant,-1,-1
127,Final Inspection Q.C.,Case188,2012-03-02 12:54:00,deviant,-1,-1
128,Round Grinding - Machine 3,Case188,2012-05-02 01:15:00,deviant,-1,-1
129,Round Grinding - Machine 3,Case188,2012-05-02 06:53:00,deviant,-1,-1
130,Final Inspection Q.C.,Case188,2012-05-02 11:32:00,deviant,-1,-1
131,Final Inspection Q.C.,Case188,2012-05-02 14:07:00,deviant,-1,-1
132,deviant,Case188,2012-05-02 14:07:01,deviant,0,-1
133,Turning & Milling - Machine 9,Case246,2012-02-01 16:00:00,deviant,-1,-1
134,Turning & Milling - Machine 9,Case246,2012-02-01 23:40:00,deviant,-1,-1
135,Turning & Milling - Machine 9,Case246,2012-03-01 15:29:00,deviant,-1,-1
136,deviant,Case246,2012-03-01 15:29:01,deviant,0,-1
137,Milling - Machine 16,Case277,2012-02-01 16:00:00,deviant,-1,-1
138,Turning & Milling Q.C.,Case277,2012-03-01 01:15:00,deviant,-1,-1
139,Lapping - Machine 1,Case277,2012-05-01 16:54:00,deviant,-1,-1
140,Round Grinding - Manual,Case277,2012-05-01 18:30:00,deviant,-1,-1
141,Round Grinding - Manual,Case277,2012-05-01 23:45:00,deviant,-1,-1
142,Round Grinding - Manual,Case277,2012-08-01 08:30:00,deviant,-1,-1
143,Lapping - Machine 1,Case277,2012-08-01 08:40:00,deviant,-1,-1
144,Round Grinding - Manual,Case277,2012-08-01 10:00:00,deviant,-1,-1
145,Round Grinding - Manual,Case277,2012-08-01 17:43:00,deviant,-1,-1
146,Packing,Case277,2012-09-01 01:00:00,deviant,-1,-1
147,Round Grinding - Manual,Case277,2012-09-01 09:06:00,deviant,-1,-1
148,Round Grinding - Manual,Case277,2012-09-01 10:51:00,deviant,-1,-1
149,Round Grinding - Manual,Case277,2012-09-01 12:34:00,deviant,-1,-1
150,deviant,Case277,2012-09-01 12:34:01,deviant,0,-1
151,Turning & Milling - Machine 8,Case274,2012-02-01 16:43:00,regular,-1,-1
152,Turning & Milling Q.C.,Case274,2012-03-01 08:40:00,regular,-1,-1
153,Turning & Milling - Machine 8,Case274,2012-03-01 10:12:00,regular,-1,-1
154,Turning & Milling - Machine 8,Case274,2012-03-01 11:51:00,regular,-1,-1
155,Turning & Milling Q.C.,Case274,2012-03-01 12:14:00,regular,-1,-1
156,Flat Grinding - Machine 11,Case274,2012-03-01 12:30:00,regular,-1,-1
157,Lapping - Machine 1,Case274,2012-03-01 13:30:00,regular,-1,-1
158,Round Grinding - Manual,Case274,2012-03-01 16:00:00,regular,-1,-1
159,Round Grinding - Q.C.,Case274,2012-04-01 11:02:00,regular,-1,-1
160,Laser Marking - Machine 7,Case274,2012-04-01 12:20:00,regular,-1,-1
161,Final Inspection Q.C.,Case274,2012-04-01 12:49:00,regular,-1,-1
162,Final Inspection Q.C.,Case274,2012-04-01 13:30:00,regular,-1,-1
163,Packing,Case274,2012-05-01 01:00:00,regular,-1,-1
164,regular,Case274,2012-05-01 01:00:01,regular,0,-1
165,Turning - Machine 8,Case255,2012-02-01 18:00:00,regular,-1,-1
166,Turning Q.C.,Case255,2012-05-01 15:13:00,regular,-1,-1
167,Laser Marking - Machine 7,Case255,2012-10-01 10:07:00,regular,-1,-1
168,Final Inspection Q.C.,Case255,2012-11-01 11:22:00,regular,-1,-1
169,Packing,Case255,2012-01-16 01:00:00,regular,-1,-1
170,regular,Case255,2012-01-16 01:00:01,regular,0,-1
171,Round Grinding - Manual,Case153,2012-02-01 19:50:00,regular,-1,-1
172,Round Grinding - Manual,Case153,2012-02-01 20:45:00,regular,-1,-1
173,Final Inspection Q.C.,Case153,2012-04-01 17:47:00,regular,-1,-1
174,Final Inspection Q.C.,Case153,2012-05-01 08:40:00,regular,-1,-1
175,Packing,Case153,2012-06-01 01:00:00,regular,-1,-1
176,regular,Case153,2012-06-01 01:00:01,regular,0,-1
177,Turning & Milling - Machine 5,Case271,2012-02-01 20:53:00,deviant,-1,-1
178,Turning & Milling - Machine 5,Case271,2012-02-01 23:00:00,deviant,-1,-1
179,Turning & Milling - Machine 5,Case271,2012-03-01 07:00:00,deviant,-1,-1
180,Turning & Milling - Machine 5,Case271,2012-03-01 08:43:00,deviant,-1,-1
181,Turning & Milling Q.C.,Case271,2012-03-01 15:36:00,deviant,-1,-1
182,deviant,Case271,2012-03-01 15:36:01,deviant,0,-1
183,Round Grinding - Manual,Case236,2012-02-01 21:30:00,regular,-1,-1
184,Round Grinding - Manual,Case236,2012-02-01 23:45:00,regular,-1,-1
185,Turning & Milling Q.C.,Case236,2012-03-01 07:44:00,regular,-1,-1
186,Round Grinding - Manual,Case236,2012-03-01 11:50:00,regular,-1,-1
187,Round Grinding - Manual,Case236,2012-03-01 23:40:00,regular,-1,-1
188,Round Grinding - Manual,Case236,2012-04-01 16:58:00,regular,-1,-1
189,Final Inspection Q.C.,Case236,2012-05-01 15:29:00,regular,-1,-1
190,Packing,Case236,2012-06-01 01:00:00,regular,-1,-1
191,regular,Case236,2012-06-01 01:00:01,regular,0,-1
192,Turning & Milling - Machine 10,Case185,2012-03-01 01:15:00,regular,-1,-1
193,Grinding Rework - Machine 27,Case185,2012-04-01 18:31:00,regular,-1,-1
194,Packing,Case185,2012-05-01 01:00:00,regular,-1,-1
195,Packing,Case185,2012-05-01 01:00:00,regular,-1,-1
196,Final Inspection Q.C.,Case185,2012-05-01 10:13:00,regular,-1,-1
197,Turning & Milling Q.C.,Case185,2012-05-01 14:40:00,regular,-1,-1
198,Turning & Milling Q.C.,Case185,2012-08-01 11:14:00,regular,-1,-1
199,Laser Marking - Machine 7,Case185,2012-08-01 13:37:00,regular,-1,-1
200,Lapping - Machine 1,Case185,2012-01-26 10:00:00,regular,-1,-1
201,Final Inspection Q.C.,Case185,2012-01-30 12:18:00,regular,-1,-1
202,Final Inspection Q.C.,Case185,2012-03-25 11:10:00,regular,-1,-1
203,Lapping - Machine 1,Case185,2012-03-25 15:19:00,regular,-1,-1
204,Round Grinding - Machine 2,Case185,2012-03-26 07:02:00,regular,-1,-1
205,Round Grinding - Machine 2,Case185,2012-03-26 09:33:00,regular,-1,-1
206,Round Grinding - Machine 2,Case185,2012-03-26 11:29:00,regular,-1,-1
207,Round Grinding - Machine 2,Case185,2012-03-26 14:16:00,regular,-1,-1
208,Round Grinding - Machine 2,Case185,2012-03-26 16:14:00,regular,-1,-1
209,Final Inspection Q.C.,Case185,2012-03-28 18:02:00,regular,-1,-1
210,Final Inspection Q.C.,Case185,2012-03-29 15:50:00,regular,-1,-1
211,Packing,Case185,2012-03-30 01:00:00,regular,-1,-1
212,Final Inspection Q.C.,Case185,2012-03-30 08:40:00,regular,-1,-1
213,regular,Case185,2012-03-30 08:40:01,regular,0,-1
214,Lapping - Machine 1,Case199,2012-03-01 01:15:00,deviant,-1,-1
215,Lapping - Machine 1,Case199,2012-03-01 12:50:00,deviant,-1,-1
216,Lapping - Machine 1,Case199,2012-03-01 15:35:00,deviant,-1,-1
217,Lapping - Machine 1,Case199,2012-03-01 15:56:00,deviant,-1,-1
218,Lapping - Machine 1,Case199,2012-03-01 16:00:00,deviant,-1,-1
219,Round Grinding - Machine 2,Case199,2012-03-01 16:05:00,deviant,-1,-1
220,Round Grinding - Machine 2,Case199,2012-03-01 18:58:00,deviant,-1,-1
221,Round Grinding - Machine 2,Case199,2012-03-01 22:17:00,deviant,-1,-1
222,Lapping - Machine 1,Case199,2012-04-01 01:15:00,deviant,-1,-1
223,deviant,Case199,2012-04-01 01:15:01,deviant,0,-1
224,Turning & Milling Q.C.,Case237,2012-03-01 01:15:00,deviant,-1,-1
225,Turning & Milling - Machine 4,Case237,2012-03-01 13:00:00,deviant,-1,-1
226,Turning & Milling Q.C.,Case237,2012-04-01 01:15:00,deviant,-1,-1
227,deviant,Case237,2012-04-01 01:15:01,deviant,0,-1
228,Turning & Milling - Machine 6,Case210,2012-03-01 16:00:00,regular,-1,-1
229,Turning & Milling - Machine 6,Case210,2012-03-01 21:05:00,regular,-1,-1
230,Turning & Milling - Machine 6,Case210,2012-04-01 06:33:00,regular,-1,-1
231,Turning & Milling - Machine 6,Case210,2012-04-01 15:30:00,regular,-1,-1
232,Turning & Milling - Machine 6,Case210,2012-05-01 06:27:00,regular,-1,-1
233,Turning & Milling Q.C.,Case210,2012-05-01 07:35:00,regular,-1,-1
234,Turning & Milling - Machine 6,Case210,2012-05-01 17:00:00,regular,-1,-1
235,Turning & Milling - Machine 6,Case210,2012-06-01 00:00:00,regular,-1,-1
236,Turning & Milling Q.C.,Case210,2012-06-01 08:27:00,regular,-1,-1
237,Turning & Milling Q.C.,Case210,2012-06-01 10:09:00,regular,-1,-1
238,Laser Marking - Machine 7,Case210,2012-06-01 12:49:00,regular,-1,-1
239,Laser Marking - Machine 7,Case210,2012-08-01 07:50:00,regular,-1,-1
240,other,Case210,2012-08-01 17:08:00,regular,-1,-1
241,Lapping - Machine 1,Case210,2012-08-01 17:38:00,regular,-1,-1
242,Lapping - Machine 1,Case210,2012-08-01 17:51:00,regular,-1,-1
243,Lapping - Machine 1,Case210,2012-09-01 01:15:00,regular,-1,-1
244,Lapping - Machine 1,Case210,2012-09-01 09:43:00,regular,-1,-1
245,Lapping - Machine 1,Case210,2012-09-01 09:45:00,regular,-1,-1
246,Round Grinding - Machine 12,Case210,2012-09-01 12:02:00,regular,-1,-1
247,Round Grinding - Machine 12,Case210,2012-09-01 16:29:00,regular,-1,-1
248,Round Grinding - Machine 12,Case210,2012-09-01 23:41:00,regular,-1,-1
249,Final Inspection Q.C.,Case210,2012-10-01 13:36:00,regular,-1,-1
250,Round Grinding - Manual,Case210,2012-10-01 23:35:00,regular,-1,-1
251,Packing,Case210,2012-11-01 01:00:00,regular,-1,-1
252,Round Grinding - Manual,Case210,2012-11-01 17:45:00,regular,-1,-1
253,Final Inspection Q.C.,Case210,2012-12-01 15:59:00,regular,-1,-1
254,Final Inspection Q.C.,Case210,2012-01-15 09:21:00,regular,-1,-1
255,Packing,Case210,2012-01-16 01:00:00,regular,-1,-1
256,regular,Case210,2012-01-16 01:00:01,regular,0,-1
257,other,Case233,2012-03-01 16:00:00,deviant,-1,-1
258,other,Case233,2012-03-01 20:24:00,deviant,-1,-1
259,other,Case233,2012-03-01 23:41:00,deviant,-1,-1
260,other,Case233,2012-04-01 04:34:00,deviant,-1,-1
261,deviant,Case233,2012-04-01 04:34:01,deviant,0,-1
262,Milling - Machine 16,Case250,2012-03-01 16:00:00,regular,-1,-1
263,Milling - Machine 16,Case250,2012-04-01 18:00:00,regular,-1,-1
264,Final Inspection Q.C.,Case250,2012-05-01 12:50:00,regular,-1,-1
265,Milling - Machine 16,Case250,2012-05-01 16:00:00,regular,-1,-1
266,Milling - Machine 16,Case250,2012-06-01 13:00:00,regular,-1,-1
267,Milling - Machine 16,Case250,2012-08-01 17:59:00,regular,-1,-1
268,Laser Marking - Machine 7,Case250,2012-09-01 15:47:00,regular,-1,-1
269,Final Inspection Q.C.,Case250,2012-10-01 08:40:00,regular,-1,-1
270,Final Inspection Q.C.,Case250,2012-10-01 08:40:00,regular,-1,-1
271,Final Inspection Q.C.,Case250,2012-10-01 08:40:00,regular,-1,-1
272,Final Inspection Q.C.,Case250,2012-10-01 12:50:00,regular,-1,-1
273,Final Inspection Q.C.,Case250,2012-10-01 14:50:00,regular,-1,-1
274,Final Inspection Q.C.,Case250,2012-10-01 18:00:00,regular,-1,-1
275,Packing,Case250,2012-12-01 01:00:00,regular,-1,-1
276,regular,Case250,2012-12-01 01:00:01,regular,0,-1
277,Lapping - Machine 1,Case219,2012-03-01 17:04:00,deviant,-1,-1
278,Lapping - Machine 1,Case219,2012-05-01 17:35:00,deviant,-1,-1
279,Round Grinding - Machine 2,Case219,2012-08-01 19:03:00,deviant,-1,-1
280,Round Grinding - Machine 2,Case219,2012-09-01 16:03:00,deviant,-1,-1
281,Round Grinding - Machine 2,Case219,2012-09-01 18:27:00,deviant,-1,-1
282,Round Grinding - Machine 2,Case219,2012-09-01 23:44:00,deviant,-1,-1
283,Round Grinding - Machine 2,Case219,2012-10-01 05:19:00,deviant,-1,-1
284,deviant,Case219,2012-10-01 05:19:01,deviant,0,-1
285,Packing,Case222,2012-04-01 01:00:00,regular,-1,-1
286,regular,Case222,2012-04-01 01:00:01,regular,0,-1
287,Round Grinding - Q.C.,Case201,2012-04-01 01:15:00,deviant,-1,-1
288,Turning & Milling Q.C.,Case201,2012-04-01 01:15:00,deviant,-1,-1
289,Turning - Machine 8,Case201,2012-05-01 10:11:00,deviant,-1,-1
290,Turning - Machine 8,Case201,2012-05-01 13:52:00,deviant,-1,-1
291,Turning - Machine 8,Case201,2012-05-01 17:37:00,deviant,-1,-1
292,Turning - Machine 8,Case201,2012-05-01 17:42:00,deviant,-1,-1
293,Turning - Machine 8,Case201,2012-06-01 08:00:00,deviant,-1,-1
294,Turning - Machine 8,Case201,2012-06-01 12:40:00,deviant,-1,-1
295,Turning - Machine 8,Case201,2012-06-01 13:08:00,deviant,-1,-1
296,Turning - Machine 8,Case201,2012-08-01 07:54:00,deviant,-1,-1
297,Turning Q.C.,Case201,2012-08-01 11:13:00,deviant,-1,-1
298,Turning & Milling Q.C.,Case201,2012-08-01 15:30:00,deviant,-1,-1
299,Turning & Milling - Machine 8,Case201,2012-01-16 16:09:00,deviant,-1,-1
300,Turning & Milling - Machine 8,Case201,2012-01-17 09:28:00,deviant,-1,-1
301,Turning & Milling - Machine 8,Case201,2012-01-17 12:55:00,deviant,-1,-1
302,Turning & Milling Q.C.,Case201,2012-01-18 16:02:00,deviant,-1,-1
303,Milling - Machine 16,Case201,2012-01-18 18:00:00,deviant,-1,-1
304,Packing,Case201,2012-01-19 01:00:00,deviant,-1,-1
305,Milling - Machine 16,Case201,2012-01-19 15:31:00,deviant,-1,-1
306,Milling - Machine 16,Case201,2012-01-20 11:32:00,deviant,-1,-1
307,Round Grinding - Machine 2,Case201,2012-01-22 01:15:00,deviant,-1,-1
308,Round Grinding - Manual,Case201,2012-01-22 01:15:00,deviant,-1,-1
309,Round Grinding - Q.C.,Case201,2012-01-22 01:15:00,deviant,-1,-1
310,deviant,Case201,2012-01-22 01:15:01,deviant,0,-1
311,Turning & Milling Q.C.,Case266,2012-04-01 08:40:00,deviant,-1,-1
312,Turning & Milling - Machine 5,Case266,2012-04-01 16:09:00,deviant,-1,-1
313,Turning & Milling - Machine 5,Case266,2012-05-01 06:45:00,deviant,-1,-1
314,Turning & Milling - Machine 5,Case266,2012-05-01 14:17:00,deviant,-1,-1
315,Turning & Milling Q.C.,Case266,2012-05-01 16:10:00,deviant,-1,-1
316,Turning & Milling Q.C.,Case266,2012-05-01 17:35:00,deviant,-1,-1
317,Turning & Milling - Machine 5,Case266,2012-05-01 17:37:00,deviant,-1,-1
318,Turning & Milling - Machine 5,Case266,2012-05-01 20:50:00,deviant,-1,-1
319,Turning & Milling - Machine 5,Case266,2012-06-01 06:41:00,deviant,-1,-1
320,Turning & Milling - Machine 5,Case266,2012-06-01 12:39:00,deviant,-1,-1
321,Turning & Milling - Machine 5,Case266,2012-07-01 07:00:00,deviant,-1,-1
322,Turning & Milling - Machine 5,Case266,2012-07-01 23:30:00,deviant,-1,-1
323,Turning & Milling - Machine 5,Case266,2012-08-01 06:35:00,deviant,-1,-1
324,Turning & Milling - Machine 5,Case266,2012-08-01 08:39:00,deviant,-1,-1
325,Turning & Milling Q.C.,Case266,2012-08-01 12:50:00,deviant,-1,-1
326,deviant,Case266,2012-08-01 12:50:01,deviant,0,-1
327,Lapping - Machine 1,Case177,2012-04-01 10:25:00,deviant,-1,-1
328,Round Grinding - Machine 2,Case177,2012-08-01 15:08:00,deviant,-1,-1
329,Round Grinding - Machine 2,Case177,2012-08-01 15:57:00,deviant,-1,-1
330,Round Grinding - Machine 2,Case177,2012-08-01 22:13:00,deviant,-1,-1
331,Final Inspection Q.C.,Case177,2012-01-17 08:40:00,deviant,-1,-1
332,Final Inspection Q.C.,Case177,2012-01-17 12:50:00,deviant,-1,-1
333,deviant,Case177,2012-01-17 12:50:01,deviant,0,-1
334,Turning & Milling - Machine 8,Case228,2012-04-01 10:51:00,deviant,-1,-1
335,Turning & Milling - Machine 8,Case228,2012-09-01 11:30:00,deviant,-1,-1
336,Turning & Milling - Machine 8,Case228,2012-09-01 12:30:00,deviant,-1,-1
337,deviant,Case228,2012-09-01 12:30:01,deviant,0,-1
338,Turning & Milling - Machine 10,Case208,2012-04-01 15:57:00,deviant,-1,-1
339,Turning & Milling - Machine 10,Case208,2012-04-01 22:34:00,deviant,-1,-1
340,Turning & Milling - Machine 10,Case208,2012-09-01 02:19:00,deviant,-1,-1
341,Turning & Milling - Machine 10,Case208,2012-09-01 06:55:00,deviant,-1,-1
342,Turning & Milling - Machine 10,Case208,2012-09-01 15:39:00,deviant,-1,-1
343,Turning & Milling - Machine 10,Case208,2012-09-01 17:44:00,deviant,-1,-1
344,Turning & Milling - Machine 10,Case208,2012-10-01 06:38:00,deviant,-1,-1
345,Turning & Milling - Machine 10,Case208,2012-10-01 09:30:00,deviant,-1,-1
346,deviant,Case208,2012-10-01 09:30:01,deviant,0,-1
347,Turning - Machine 8,Case265,2012-04-01 15:59:00,regular,-1,-1
348,Turning - Machine 8,Case265,2012-05-01 08:26:00,regular,-1,-1
349,Turning & Milling - Machine 8,Case265,2012-09-01 10:29:00,regular,-1,-1
350,Turning & Milling - Machine 8,Case265,2012-09-01 10:49:00,regular,-1,-1
