Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Cable Head,missing,250,Case178,regular,Grinding Rework - Machine 27,ID4528,D,Machine 27 - Grinding,0,0,528,08/03/2012 15:55,955,3,3,15,980,95705,23,19
Cable Head,missing,250,Case178,regular,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0,0,408,08/03/2012 22:46,1366,3,3,22,411,96116,24,19
Cable Head,missing,250,Case178,regular,Grinding Rework - Machine 27,ID4528,D,Machine 27 - Grinding,0,0,310,09/03/2012 12:20,740,3,4,12,814,96930,25,18
Cable Head,missing,250,Case178,regular,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0,0,459,11/03/2012 15:41,941,3,6,15,3081,100011,26,16
Cable Head,missing,250,Case178,regular,Grinding Rework - Machine 27,ID4528,D,Machine 27 - Grinding,0,0,197,11/03/2012 19:25,1165,3,6,19,224,100235,27,15
Cable Head,missing,250,Case178,regular,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0,0,103,12/03/2012 09:04,544,3,0,9,819,101054,28,18
Cable Head,missing,250,Case178,regular,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0,0,194,12/03/2012 15:53,953,3,0,15,409,101463,29,18
Cable Head,missing,250,Case178,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,2,0,8,12/03/2012 16:45,1005,3,0,16,52,101515,30,18
Cable Head,missing,250,Case178,regular,Lapping - Machine 1,ID0937,D,Machine 1 - Lapping,122,0,75,14/03/2012 01:15,75,3,2,1,0,103465,31,19
Cable Head,missing,250,Case178,regular,Laser Marking - Machine 7,ID0937,D,Machine 7- Laser Marking,26,0,75,14/03/2012 01:15,75,3,2,1,0,103465,32,19
Cable Head,missing,250,Case178,regular,Round Grinding - Machine 3,ID0937,D,Machine 3 - Round Grinding,133,0,75,14/03/2012 01:15,75,3,2,1,0,103465,33,19
Cable Head,missing,250,Case178,regular,Round Grinding - Q.C.,ID0937,D,Quality Check 1,245,0,75,14/03/2012 01:15,75,3,2,1,1950,103465,34,19
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4794,S,Machine 4 - Turning & Milling,0,0,360,02/01/2012 07:00,420,1,0,7,0,0,1,2
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4529,S,Machine 4 - Turning & Milling,0,0,420,02/01/2012 14:00,840,1,0,14,420,420,2,6
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,10,0,120,02/01/2012 16:00,960,1,0,16,120,540,3,8
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,52,0,660,03/01/2012 07:00,420,1,1,7,900,1440,4,16
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,0,0,9,03/01/2012 07:43,463,1,1,7,43,1483,5,16
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,1,0,74,03/01/2012 08:49,529,1,1,8,66,1549,6,16
Electrical Contact,missing,320,Case238,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,94,0,87,03/01/2012 09:11,551,1,1,9,22,1571,7,16
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,31,0,350,03/01/2012 16:07,967,1,1,16,416,1987,8,17
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,65,0,618,04/01/2012 06:32,392,1,2,6,865,2852,9,16
Electrical Contact,missing,320,Case238,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,39,04/01/2012 07:29,449,1,2,7,57,2909,10,16
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,40,0,650,04/01/2012 18:03,1083,1,2,18,634,3543,11,21
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4794,D,Machine 4 - Turning & Milling,0,0,11,04/01/2012 20:18,1218,1,2,20,135,3678,12,21
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,67,0,627,05/01/2012 06:46,406,1,3,6,628,4306,13,21
Electrical Contact,missing,320,Case238,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0,0,83,05/01/2012 09:23,563,1,3,9,157,4463,14,20
Electrical Contact,missing,320,Case238,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,54,0,643,05/01/2012 11:32,692,1,3,11,129,4592,15,19
Cable Head,missing,200,Case187,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,150,02/01/2012 09:30,570,1,0,9,0,0,1,3
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0,0,144,10/01/2012 15:49,949,1,1,15,11899,11899,2,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4355,S,Machine 3 - Round Grinding,2,0,140,10/01/2012 20:04,1204,1,1,20,255,12154,3,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,33,0,647,11/01/2012 06:52,412,1,2,6,648,12802,4,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,25,0,537,11/01/2012 15:54,954,1,2,15,542,13344,5,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4355,D,Machine 3 - Round Grinding,10,0,245,11/01/2012 19:59,1199,1,2,19,245,13589,6,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,37,0,644,12/01/2012 06:44,404,1,3,6,645,14234,7,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,21,0,532,12/01/2012 15:51,951,1,3,15,547,14781,8,30
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4872,D,Machine 3 - Round Grinding,23,0,458,12/01/2012 23:42,1422,1,3,23,471,15252,9,31
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,7,0,177,13/01/2012 03:18,198,1,4,3,216,15468,10,30
Cable Head,missing,200,Case187,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,43,15/01/2012 15:57,957,1,6,15,3639,19107,11,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,0,0,228,15/01/2012 16:09,969,1,6,16,12,19119,12,29
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,14,0,440,15/01/2012 23:39,1419,1,6,23,450,19569,13,28
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4528,D,Machine 3 - Round Grinding,8,0,344,16/01/2012 05:17,317,1,0,5,338,19907,14,28
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,0,0,112,16/01/2012 21:20,1280,1,0,21,963,20870,15,31
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,0,0,139,16/01/2012 23:40,1420,1,0,23,140,21010,16,31
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,351,19/01/2012 16:02,962,1,3,16,3862,24872,17,35
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,347,22/01/2012 16:01,961,1,6,16,4319,29191,18,34
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,356,23/01/2012 16:01,961,1,0,16,1440,30631,19,35
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,361,24/01/2012 15:52,952,1,1,15,1431,32062,20,34
Cable Head,missing,200,Case187,deviant,Packing,ID4820,D,Packing,60,0,60,25/01/2012 01:00,60,1,2,1,548,32610,21,34
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,60,0,120,25/01/2012 12:01,721,1,2,12,661,33271,22,33
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,5,71,27/01/2012 08:00,480,1,4,8,2639,35910,23,33
Cable Head,missing,200,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,7,0,75,29/01/2012 01:15,75,1,6,1,2475,38385,24,33
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,15,29/01/2012 07:05,425,1,6,7,350,38735,25,32
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,119,0,9,29/01/2012 07:14,434,1,6,7,9,38744,26,32
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,61,29/01/2012 10:36,636,1,6,10,202,38946,27,32
Cable Head,missing,200,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0,0,115,29/01/2012 12:19,739,1,6,12,103,39049,28,31
Compound Dies,missing,18,Case263,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,120,02/01/2012 11:00,660,1,0,11,0,0,1,4
Compound Dies,missing,18,Case263,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,0,0,366,03/01/2012 17:58,1078,1,1,17,1858,1858,2,18
Compound Dies,missing,18,Case263,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,139,04/01/2012 09:18,558,1,2,9,920,2778,3,17
Compound Dies,missing,18,Case263,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,60,04/01/2012 10:00,600,1,2,10,42,2820,4,17
Compound Dies,missing,18,Case263,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,99,04/01/2012 11:00,660,1,2,11,60,2880,5,19
Compound Dies,missing,18,Case263,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,11,0,321,04/01/2012 16:21,981,1,2,16,321,3201,6,21
Compound Dies,missing,18,Case263,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,1,0,18,05/01/2012 07:06,426,1,3,7,885,4086,7,21
Compound Dies,missing,18,Case263,regular,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,5,0,135,05/01/2012 10:45,645,1,3,10,219,4305,8,20
Compound Dies,missing,18,Case263,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,18,0,60,05/01/2012 11:30,690,1,3,11,45,4350,9,20
Compound Dies,missing,18,Case263,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,18,0,41,05/01/2012 12:27,747,1,3,12,57,4407,10,19
Compound Dies,missing,18,Case263,regular,other,ID4287,D,Quality Check 1,18,0,100,16/01/2012 15:00,900,1,0,15,15993,20400,11,31
Compound Dies,missing,18,Case263,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,18,0,13,17/01/2012 12:11,731,1,1,12,1271,21671,12,32
Compound Dies,missing,18,Case263,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,18,0,40,17/01/2012 13:27,807,1,1,13,76,21747,13,31
Compound Dies,missing,18,Case263,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,0,18/01/2012 09:00,540,1,2,9,1173,22920,14,36
Compound Dies,missing,18,Case263,regular,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0,0,62,18/01/2012 09:11,551,1,2,9,11,22931,15,36
Compound Dies,missing,18,Case263,regular,Round Grinding - Manual,ID4287,D,Machine 27 - Grinding,0,0,75,18/01/2012 10:15,615,1,2,10,64,22995,16,36
Compound Dies,missing,18,Case263,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,230,18/01/2012 12:50,770,1,2,12,155,23150,17,35
Compound Dies,missing,18,Case263,regular,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,18,0,393,18/01/2012 15:45,945,1,2,15,175,23325,18,36
Compound Dies,missing,18,Case263,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,279,19/01/2012 15:36,936,1,3,15,1431,24756,19,35
Compound Dies,missing,18,Case263,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,18,0,31,22/01/2012 07:57,477,1,6,7,3861,28617,20,33
Compound Dies,missing,18,Case263,regular,Packing,other,D,Packing,0,0,60,23/01/2012 01:00,60,1,0,1,0,29640,21,32
Compound Dies,missing,18,Case263,regular,Packing,other,D,Packing,18,0,60,23/01/2012 01:00,60,1,0,1,1023,29640,22,32
Spur Gear,missing,225,Case254,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,225,0,120,02/01/2012 12:15,735,1,0,12,0,0,1,5
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,100,0,120,02/01/2012 16:00,960,1,0,16,225,225,2,8
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,50,0,79,03/01/2012 18:23,1103,1,1,18,1583,1808,3,18
Spur Gear,missing,225,Case254,regular,Flat Grinding - Machine 11,ID4882,D,Machine 11 - Grinding,75,0,86,04/01/2012 11:54,714,1,2,11,1051,2859,4,19
Spur Gear,missing,225,Case254,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,31,04/01/2012 15:57,957,1,2,15,243,3102,5,20
Spur Gear,missing,225,Case254,regular,Packing,ID4820,D,Packing,225,0,60,06/01/2012 01:00,60,1,4,1,1983,5085,6,20
Spur Gear,missing,225,Case254,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,225,0,1,06/01/2012 10:25,625,1,4,10,565,5650,7,20
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,30,02/01/2012 12:50,770,1,0,12,0,0,1,6
Punch Holder,missing,350,Case188,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,144,0,105,02/01/2012 14:00,840,1,0,14,70,70,2,6
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0,0,160,02/01/2012 16:00,960,1,0,16,120,190,3,8
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,144,0,60,02/01/2012 17:00,1020,1,0,17,60,250,4,9
Punch Holder,missing,350,Case188,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,27,0,4,17/01/2012 11:22,682,1,1,11,21262,21512,5,32
Punch Holder,missing,350,Case188,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,27,0,360,29/01/2012 13:00,780,1,6,13,17378,38890,6,31
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,S,Machine 3 - Round Grinding,0,0,130,01/02/2012 14:34,874,2,2,14,4414,43304,7,32
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,22,0,205,01/02/2012 17:59,1079,2,2,17,205,43509,8,32
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,45,0,623,02/02/2012 06:47,407,2,3,6,768,44277,9,33
Punch Holder,missing,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,4,02/02/2012 09:23,563,2,3,9,156,44433,10,33
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,10,0,175,02/02/2012 09:57,597,2,3,9,34,44467,11,33
Punch Holder,missing,350,Case188,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,27,0,2,02/02/2012 10:40,640,2,3,10,43,44510,12,34
Punch Holder,missing,350,Case188,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,27,0,1,02/02/2012 13:30,810,2,3,13,170,44680,13,34
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,12,0,175,02/02/2012 13:31,811,2,3,13,1,44681,14,34
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,0,0,23,02/02/2012 13:55,835,2,3,13,24,44705,15,34
Punch Holder,missing,350,Case188,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,23,0,297,03/02/2012 00:55,55,2,4,0,660,45365,16,35
Punch Holder,missing,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,138,03/02/2012 12:54,774,2,4,12,719,46084,17,34
Punch Holder,Y,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,20,0,150,05/02/2012 01:15,75,2,6,1,2181,48265,18,34
Punch Holder,Y,350,Case188,deviant,Round Grinding - Machine 3,ID4445,D,Machine 3 - Round Grinding,39,0,413,05/02/2012 06:53,413,2,6,6,338,48603,19,33
Punch Holder,Y,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,0,0,244,05/02/2012 11:32,692,2,6,11,279,48882,20,33
Punch Holder,Y,350,Case188,deviant,Final Inspection Q.C.,ID4618,D,Quality Check 1,27,0,3,05/02/2012 14:07,847,2,6,14,155,49037,21,32
other,missing,36,Case246,deviant,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,10,0,420,02/01/2012 16:00,960,1,0,16,0,0,1,8
other,missing,36,Case246,deviant,Turning & Milling - Machine 9,ID3846,D,Machine 9 - Turning & Milling,7,0,460,02/01/2012 23:40,1420,1,0,23,460,460,2,13
other,missing,36,Case246,deviant,Turning & Milling - Machine 9,ID4641,D,Machine 9 - Turning & Milling,14,0,75,03/01/2012 15:29,929,1,1,15,949,1409,3,15
Cable Head,missing,3,Case277,deviant,Milling - Machine 16,ID4326,D,Machine 16 - Milling,3,0,510,02/01/2012 16:00,960,1,0,16,0,0,1,8
Cable Head,missing,3,Case277,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,3,0,75,03/01/2012 01:15,75,1,1,1,555,555,2,16
Cable Head,missing,3,Case277,deviant,Lapping - Machine 1,ID4528,D,Machine 1 - Lapping,3,0,54,05/01/2012 16:54,1014,1,3,16,3819,4374,3,21
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,S,Machine 27 - Grinding,0,0,90,05/01/2012 18:30,1110,1,3,18,96,4470,4,22
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0,0,315,05/01/2012 23:45,1425,1,3,23,315,4785,5,22
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,3,0,100,08/01/2012 08:30,510,1,6,8,3405,8190,6,21
Cable Head,missing,3,Case277,deviant,Lapping - Machine 1,ID4528,D,Machine 1 - Lapping,3,0,10,08/01/2012 08:40,520,1,6,8,10,8200,7,21
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,S,Machine 27 - Grinding,0,0,57,08/01/2012 10:00,600,1,6,10,80,8280,8,21
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0,0,463,08/01/2012 17:43,1063,1,6,17,463,8743,9,25
Cable Head,missing,3,Case277,deviant,Packing,ID4491,D,Packing,2,0,60,09/01/2012 01:00,60,1,0,1,437,9180,10,26
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,2,0,132,09/01/2012 09:06,546,1,0,9,486,9666,11,30
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,1,0,105,09/01/2012 10:51,651,1,0,10,105,9771,12,29
Cable Head,missing,3,Case277,deviant,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,0,0,31,09/01/2012 12:34,754,1,0,12,103,9874,13,28
Spur Gear,missing,3,Case274,regular,Turning & Milling - Machine 8,ID4219,S,Machine 8 - Turning & Milling,1,0,342,02/01/2012 16:43,1003,1,0,16,0,0,1,9
Spur Gear,missing,3,Case274,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,0,0,95,03/01/2012 08:40,520,1,1,8,957,957,2,16
Spur Gear,missing,3,Case274,regular,Turning & Milling - Machine 8,ID4219,B,Machine 8 - Turning & Milling,0,0,193,03/01/2012 10:12,612,1,1,10,92,1049,3,16
Spur Gear,missing,3,Case274,regular,Turning & Milling - Machine 8,ID4219,D,Machine 8 - Turning & Milling,2,0,98,03/01/2012 11:51,711,1,1,11,99,1148,4,16
Spur Gear,missing,3,Case274,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,3,0,44,03/01/2012 12:14,734,1,1,12,23,1171,5,16
Spur Gear,missing,3,Case274,regular,Flat Grinding - Machine 11,ID4872,D,Machine 11 - Grinding,3,0,40,03/01/2012 12:30,750,1,1,12,16,1187,6,16
Spur Gear,missing,3,Case274,regular,Lapping - Machine 1,ID4872,D,Machine 1 - Lapping,3,0,60,03/01/2012 13:30,810,1,1,13,60,1247,7,16
Spur Gear,missing,3,Case274,regular,Round Grinding - Manual,ID4872,D,Machine 27 - Grinding,3,0,150,03/01/2012 16:00,960,1,1,16,150,1397,8,17
Spur Gear,missing,3,Case274,regular,Round Grinding - Q.C.,ID4287,D,Quality Check 1,3,0,62,04/01/2012 11:02,662,1,2,11,1142,2539,9,19
Spur Gear,missing,3,Case274,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,3,0,75,04/01/2012 12:20,740,1,2,12,78,2617,10,19
Spur Gear,missing,3,Case274,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,97,04/01/2012 12:49,769,1,2,12,29,2646,11,19
Spur Gear,missing,3,Case274,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,3,0,10,04/01/2012 13:30,810,1,2,13,41,2687,12,19
Spur Gear,missing,3,Case274,regular,Packing,ID4820,D,Packing,3,0,60,05/01/2012 01:00,60,1,3,1,690,3377,13,21
other,missing,40,Case255,regular,Turning - Machine 8,ID0997,D,Machine 15 - Turning,40,0,660,02/01/2012 18:00,1080,1,0,18,0,0,1,10
other,missing,40,Case255,regular,Turning Q.C.,ID4618,D,Quality Check 1,40,0,75,05/01/2012 15:13,913,1,3,15,4153,4153,2,19
other,missing,40,Case255,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,40,0,45,10/01/2012 10:07,607,1,1,10,6894,11047,3,28
other,missing,40,Case255,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,40,0,60,11/01/2012 11:22,682,1,2,11,1515,12562,4,31
other,missing,40,Case255,regular,Packing,ID4820,D,Packing,40,0,60,16/01/2012 01:00,60,1,0,1,6578,19140,5,27
Housing,missing,46,Case153,regular,Round Grinding - Manual,ID4528,S,Machine 27 - Grinding,0,0,50,02/01/2012 19:50,1190,1,0,19,0,0,1,11
Housing,missing,46,Case153,regular,Round Grinding - Manual,ID4528,D,Machine 27 - Grinding,4,0,55,02/01/2012 20:45,1245,1,0,20,55,55,2,11
Housing,missing,46,Case153,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0,0,37,04/01/2012 17:47,1067,1,2,17,2702,2757,3,21
